1,0,89537,30783,27549,50806,67695,32774,48968,30728,77517
2,199999,93763,30498,23141,67070,61951,25084,69524,23808,64813
3,399999,93432,32607,21600,65489,64106,24436,69393,25563,62895
4,599999,92909,34707,20246,63490,66120,24233,68764,27223,61598
5,799999,92252,36745,19074,61257,67826,24474,67846,28602,60931
6,999999,91550,38656,18037,58830,69202,25152,67067,29479,60710
7,1199999,91101,40276,16931,55427,70682,26540,67773,29295,60174
8,1399999,91243,41496,15457,50023,72661,29136,71479,27692,58126
9,1599999,91373,42747,13954,45231,73920,31889,75324,26215,55760
10,1799999,90269,44405,13496,45775,73545,31809,73817,26157,57342
11,1999999,88542,45701,13961,48878,74282,28818,70005,24828,62796
12,2199999,87631,46348,14001,49016,77134,26419,70010,21397,66702
13,2399999,87116,47361,13402,48579,78698,25448,70752,19737,67899
14,2599999,86228,48901,12916,50721,78394,23859,68305,20519,69768
15,2799999,84743,50330,13219,54533,78756,20339,63552,20891,74612
16,2999999,83110,51226,14099,54847,81799,17393,62441,18477,78824
17,3199999,81892,51936,14676,48404,85645,19195,68846,15110,76136
18,3399999,81145,53199,14319,39045,86024,26218,78519,15255,65856
19,3599999,80324,55389,13292,33389,81562,34328,84043,20279,54242
20,3799999,78883,58057,12484,33160,75430,39574,83664,26693,47163
21,3999999,76958,60248,12472,35445,71094,41463,80922,30795,45110
22,4199999,75250,61454,12934,37664,69103,41575,78862,32161,45383
23,4399999,74266,62140,13039,39476,68515,40853,77802,32054,46327
24,4599999,73836,63234,12318,41283,69375,38836,77082,30668,48560
25,4799999,73350,65256,11055,42246,72730,35314,77404,27057,52448
26,4999999,72320,68007,9916,40678,78525,31730,80427,21392,55934
27,5199999,70710,70930,9318,36169,84589,30251,86370,16054,55937
28,5399999,68849,73595,9161,30423,88287,31686,93084,13822,51505
29,5599999,67163,75850,9028,25680,88795,34902,97913,15421,44656
30,5799999,65939,77719,8556,22778,87266,38292,99942,19368,38071
31,5999999,65187,79327,7675,21136,85061,41259,99998,23961,32775
32,6199999,64637,80858,6621,20183,82529,44030,98956,28639,28413
33,6399999,63927,82453,5744,20067,79618,46537,96870,33351,24988
34,6599999,62862,84107,5275,20940,76914,48133,93756,37429,23335
35,6799999,61511,85700,5202,22250,75398,48387,90385,39846,23928
