1,0,93425,29302,24473,49081,79259,19680,47899,77502,18361
2,199999,93243,30968,23068,47935,79746,20202,46875,77968,18920
3,399999,93005,32657,21700,46799,80191,20761,45859,78394,19517
4,599999,92702,34373,20374,45673,80593,21354,44853,78780,20152
5,799999,92342,36108,19088,44559,80952,21983,43857,79124,20824
6,999999,92008,37811,17791,43442,81288,22642,42867,79420,21549
7,1199999,92241,39196,16106,42246,81692,23330,41768,79672,22461
8,1399999,93769,40021,13427,40995,82199,24019,40035,80063,23988
9,1599999,95405,41087,10497,40201,82580,24470,36823,80892,26748
10,1799999,94446,43338,9575,40171,83105,24119,32471,81565,30888
11,1999999,91729,45609,10508,39693,84913,22979,29156,80709,35370
12,2199999,90054,46987,10888,37666,87740,22298,28018,78786,38531
13,2399999,89106,48542,10368,35192,89711,22770,27589,77763,40053
14,2599999,88284,50304,9611,33713,90500,23324,26337,77864,41419
15,2799999,87529,51591,9152,32869,91485,23043,24509,77828,43622
16,2999999,87004,52306,8885,30606,93666,22996,23842,76948,45414
17,3199999,86598,53250,8353,25889,95886,25264,25147,76407,44618
18,3399999,85953,55259,7280,20599,95870,30162,26752,78073,41147
19,3599999,84554,58439,6039,17546,93024,35548,26378,81975,37515
20,3799999,81961,62051,5596,17363,89156,39159,23940,85996,36000
21,3999999,78471,64955,6541,18603,86248,40588,21246,88294,36473
22,4199999,75221,66506,8260,19887,84744,40781,19674,88931,37366
23,4399999,73295,67084,9391,20891,84188,40443,19092,88887,37907
24,4599999,72841,67650,9055,21708,84529,39461,18681,88435,38812
25,4799999,73039,68903,7565,21907,86196,37788,18261,86989,40873
26,4999999,72902,70853,5933,20750,89040,36269,18396,84352,43571
27,5199999,72038,73063,4886,18199,91811,36133,19381,81476,45502
28,5399999,70661,75130,4474,15218,93095,37794,20655,79676,45921
29,5599999,69165,76899,4361,12865,92566,40545,21425,79352,45363
30,5799999,67842,78394,4205,11311,91047,43460,21510,79837,44777
31,5999999,66780,79751,3844,10006,89429,46262,21280,80359,44561
32,6199999,65842,81177,3329,8584,87911,49135,20951,80726,44644
33,6399999,64782,82817,2854,7252,86342,52013,20329,80993,45162
34,6599999,63453,84640,2596,6298,84889,54425,19250,80889,46576
35,6799999,61899,86492,2596,5638,83968,56018,17907,79943,49166
36,6999999,60238,88284,2781,5060,83639,56909,16571,78085,52714
37,7199999,58459,90050,3135,4698,83454,57373,15172,75741,56862
38,7399999,56417,91780,3802,4925,83054,57399,13472,73248,61519
39,7599999,54048,93256,4975,5723,82681,56810,11633,70422,66681
40,7799999,51567,94174,6627,6412,82864,55824,10373,66923,71875
41,8000000,49360,94476,8412,6188,83646,55233,10370,62967,76117
42,8199999,47636,94504,9905,4889,84334,55860,11570,59402,78600
43,8399999,46224,94734,10982,3105,84108,57886,13245,57006,79351
44,8600000,44753,95335,11922,1553,82706,60823,14690,55865,79066
45,8799999,43023,96054,13109,527,80424,64091,15728,55551,78363
46,8999999,41160,96508,14668,0,77591,67413,16489,55758,77393
47,9199999,39416,96563,16413,50,74329,70603,16909,56498,76231
48,9399999,37891,96375,18102,920,70885,73194,16693,57661,75364
49,9600000,36478,96174,19665,2571,67911,74595,15798,58652,75495
50,9799999,35021,96074,21182,4426,66144,74658,14730,58716,76851
51,9999999,33461,96106,22721,5745,65776,73918,14200,57584,78890
52,10200000,31823,96289,24271,6202,66324,73133,14553,55622,80810
53,10399999,30153,96607,25806,5973,67151,72719,15674,53342,82187
54,10599999,28521,96962,27315,5283,67938,72743,17374,50980,82979
55,10800000,27014,97252,28758,4108,68512,73383,19642,48677,83037
56,10999999,25664,97514,30058,2470,68419,75057,22404,46864,81986
57,11199999,24346,97898,31218,849,66997,77946,25197,46122,79726
58,11400000,22853,98422,32419,23,64020,81533,27378,46575,76849
59,11599999,21139,98826,33886,417,60089,84872,28685,47616,74295
60,11800000,19447,98774,35623,1755,56165,87348,29436,48432,72588
61,11999999,18127,98232,37335,3466,52772,89023,30058,48719,71603
62,12199999,17291,97548,38688,5328,49801,90192,30548,48701,71142
63,12400000,16702,97108,39664,7516,47092,90803,30584,48481,71467
64,12599999,16028,96927,40581,10075,44908,90544,30106,47659,73036
65,12799999,15172,96649,41772,12601,43662,89422,29565,45771,75789
66,13000000,14316,95948,43282,14594,43320,87975,29478,42949,78992
67,13199999,13657,94825,44914,15968,43362,86786,29894,39865,81905
68,13399999,13207,93522,46488,16992,43384,85973,30494,37022,84386
69,13600000,12845,92236,47987,17734,43476,85371,31166,34346,86650
70,13799999,12497,91028,49447,17860,43816,85130,32206,31620,88567
71,14000000,12147,89951,50856,17136,44052,85804,33848,29104,89566
72,14199999,11727,89105,52210,15968,43416,87717,35774,27425,89326
73,14399999,11106,88498,53625,15197,41482,90440,37327,26854,88300
74,14600000,10230,87954,55252,15384,38561,93131,38151,27000,87311
75,14799999,9201,87289,57102,16539,35185,95287,38369,27345,86771
76,14999999,8111,86517,59067,18629,31474,96847,38093,27807,86645
77,15200000,6881,85732,61175,21984,27413,97525,37105,28410,87163
78,15399999,5421,84735,63680,26790,23727,96469,35364,28493,89076
79,15599999,3986,83003,66721,32162,21947,93096,33739,26799,92747
80,15799999,3201,80268,69877,36222,23098,88243,33763,22737,97092
81,16000000,3498,77106,72309,37504,26380,84043,36330,17401,99984
82,16200000,4508,74662,73556,36276,29552,82303,40769,12849,99998
83,16400000,5220,73562,74153,34176,30842,83080,45536,10269,97555
84,16599999,4925,73153,75225,32550,30227,85132,49796,9185,94014
85,16799999,3966,72103,77342,31467,28628,87617,53945,8691,89847
86,17000000,3369,69806,79891,30582,26164,90837,58395,9109,84308
87,17200000,3692,67037,81780,30578,21900,95044,62235,11735,77173
88,17400000,4410,64995,82719,33046,15569,98917,63734,16751,70273
89,17599999,4611,63812,83593,38632,9076,99998,62375,21945,66490
90,17799999,4220,62319,85381,45652,5513,96975,59974,24217,66977
91,17999999,4257,59457,87869,51119,6422,91249,59271,22482,69770
92,18200000,5731,55689,89707,53287,10337,85817,61375,18680,71632
93,18400000,8400,52711,89860,52937,14302,82603,64940,15666,71113
94,18600000,10873,51655,88812,52052,16614,81235,67964,14416,69374
95,18799999,12015,51821,88123,51605,17695,80432,70000,13776,67983
96,18999999,12090,51400,88785,51070,18381,80062,72157,12792,66589
97,19200000,12391,49376,90233,50028,18099,81217,75053,12538,63415
98,19400000,13800,46484,91073,49565,15356,84310,77400,15031,57942
99,19600000,15924,44233,90657,51518,9931,87732,77110,20539,52372
100,19799999,17692,43199,89722,56407,3927,88927,73650,26608,49888
101,19999999,18616,42535,89465,62573,217,86742,68838,30110,51651
102,20199999,19260,41100,90208,67586,0,82357,65154,30000,55912
103,20400000,20477,38804,91148,70318,2156,77855,63555,27743,60086
104,20600000,22379,36638,91361,71398,4885,74251,63174,25247,63202
105,20800000,24217,35502,90838,71877,7468,71173,62933,22932,66025
106,20999999,25193,35227,90438,71959,10221,68182,62908,20054,69159
107,21199999,25252,34810,90946,71239,13150,65791,63936,16446,71743
108,21400001,25048,33460,92316,69824,15302,64924,66241,13291,72276
109,21600000,25268,31263,93829,68697,15633,65677,68918,12025,70349
110,21800000,26082,28918,94835,68852,14180,67042,70831,12863,67112
111,22000000,27187,27012,95269,70366,12020,67868,71701,14718,64057
112,22199999,28209,25596,95547,72532,10177,67796,72116,16402,61734
113,22399999,29018,24321,96094,74747,8882,67123,72706,17560,59764
114,22600000,29753,22814,97007,76967,7942,66024,73594,18417,57756
115,22800000,30670,20918,98037,79312,7465,64261,74656,19034,55802
116,23000000,31971,18730,98810,81548,7893,61656,75966,19167,54102
117,23199999,33681,16495,99081,83211,9407,58523,77741,18747,52495
118,23399999,35639,14426,98886,84121,11625,55438,79984,18127,50600
119,23600001,37647,12535,98460,84489,14027,52726,82436,17745,48227
120,23800000,39679,10654,97983,84494,16424,50421,84923,17760,45387
121,24000000,41920,8672,97360,83996,18808,48674,87517,18221,41942
122,24200000,44534,6781,96306,82859,20848,47909,90193,19472,37567
123,24399999,47388,5383,94679,81449,21865,48362,92471,22047,32253
124,24599999,50063,4705,92734,80555,21449,49606,93631,26073,26669
125,24800000,52217,4501,90956,80752,19961,50732,93343,30947,21801
126,25000000,53912,4232,89619,81964,18267,51025,91924,35766,18218
127,25200000,55547,3551,88538,83730,17059,50329,89919,40009,15871
128,25399999,57473,2589,87269,85725,16596,48742,87555,43621,14611
129,25599999,59693,1757,85544,87830,17042,46215,84787,46507,14640
130,25800001,61946,1340,83469,89751,18724,42700,81787,48251,16203
131,26000000,63997,1316,81336,90878,21802,38619,79139,48537,18936
132,26200000,65790,1525,79338,90729,25783,34894,77384,47715,21808
133,26400000,67371,1865,77501,89470,29640,32338,76488,46712,23846
134,26599999,68754,2292,75813,87804,32521,31073,75918,46322,24813
135,26799999,69940,2709,74306,86367,34241,30671,75198,46733,25058
136,27000000,70986,2987,72997,85354,35045,30734,74226,47775,24882
137,27200000,71991,3093,71812,84769,35096,31137,73033,49398,24315
138,27400000,72993,3123,70663,84794,34456,31668,71456,51629,23522
139,27599999,73967,3152,69547,85644,33526,31740,69294,54135,23096
140,27799999,74925,3135,68500,87094,33167,30732,66744,56128,23659
141,28000001,75972,3025,67469,88412,34125,28613,64425,56958,25208
142,28200000,77162,2970,66308,88930,36383,26000,62859,56681,27101
143,28400000,78343,3236,64971,88604,39284,23515,62031,55863,28745
144,28600000,79234,3895,63661,87852,42298,21241,61625,54871,30081
145,28799999,79725,4639,62662,86893,45469,18945,61603,53578,31258
146,28999999,80056,5029,62014,85472,49005,16727,62317,51878,31980
147,29200001,80632,4939,61394,83295,52649,15156,63986,50245,31530
148,29400000,81645,4701,60386,80560,55709,14710,66235,49517,29489
149,29600000,82924,4780,58852,77841,57709,15274,68347,50137,26225
150,29800000,84146,5354,57001,75518,58764,16359,69907,51828,22487
151,29999999,85141,6261,55129,73567,59198,17681,70986,54110,18667
152,30200001,85947,7258,53376,71966,59027,19249,71685,56890,14728
153,30400000,86660,8220,51732,71062,58119,20852,71742,60309,10834
154,30600000,87330,9084,50180,71256,56810,21778,70808,64102,7693
155,30800000,88030,9754,48701,72371,56041,21310,69018,67461,6027
156,30999999,88905,10189,47181,73594,56658,19446,67021,69701,5834
157,31199999,90045,10535,45441,74141,58740,16878,65377,70847,6453
158,31399999,91371,11026,43420,73787,61815,14261,64146,71359,7321
159,31599998,92733,11724,41238,72571,65591,11811,63206,71453,8337
160,31800002,94129,12509,38975,70222,70049,9788,62757,71099,9296
161,32000001,95676,13430,36457,66341,74651,9072,63081,70777,9357
162,32200001,97268,14928,33457,61337,77888,10686,63734,71782,7634
163,32400001,98372,17436,30176,56828,78219,14532,63356,75231,4453
164,32600000,98415,20684,27369,54608,75649,18905,60715,80721,1592
165,32800000,97471,23618,25712,55084,72038,21716,55944,86384,859
166,33000000,96426,25307,25011,56991,69541,22200,50424,90547,2513
167,33199999,96215,25966,24221,58785,68862,21174,45315,93091,5459
168,33399999,96875,26848,22461,60049,69349,19582,40525,94849,8996
169,33599999,97496,28945,19959,61196,70656,17249,35442,95819,13792
170,33799998,97236,31921,17799,61955,73671,13550,30516,94665,20644
171,34000002,96263,34543,16661,60814,79251,9146,27478,90452,28494
172,34200001,95487,36209,16009,56487,86293,6358,27584,84558,34468
173,34400001,95361,37734,14738,49780,91783,7278,29866,80143,36388
174,34600001,95173,40397,12587,43460,93241,11594,31673,79350,35018
175,34800000,93768,44285,10636,39945,90979,16736,31143,81326,33316
176,35000000,90941,47925,10191,39314,87588,20292,28858,83361,33418
177,35200000,87861,49765,11284,39789,85278,21988,26806,83835,34817
